ride_id,number_of_ticket
3524,7.8
3530,7.8
3531,13.351744186046512
3532,7.8
3534,7.8
3535,7.8
3546,7.8
3548,7.8
3555,5.215686274509804
3556,5.215686274509804
3575,5.215686274509804
3578,13.351744186046512
3582,7.8
3583,13.351744186046512
3584,7.8
3585,7.8
3586,5.215686274509804
3604,5.215686274509804
3613,13.351744186046512
3614,13.351744186046512
3615,5.215686274509804
3652,7.8
3697,7.8
3707,7.8
3717,7.8
3731,7.8
3741,7.8
3750,13.351744186046512
3767,13.351744186046512
3805,7.8
3814,7.8
3818,7.8
3846,7.8
3921,7.8
3965,7.8
3970,7.8
3991,7.8
4010,7.8
4011,13.351744186046512
4039,13.351744186046512
4040,7.8
4114,7.8
4115,7.8
4127,13.351744186046512
4134,7.8
4135,7.8
4141,7.8
4143,7.8
4162,7.8
4172,13.351744186046512
4177,7.8
4193,7.8
4210,7.8
4220,7.8
4242,7.8
4248,13.351744186046512
4338,13.351744186046512
4372,7.8
4373,13.351744186046512
4380,13.351744186046512
4429,7.8
4446,7.8
4523,7.8
4548,7.8
4565,7.8
4581,7.8
4617,7.8
4669,7.8
4670,7.8
4697,7.8
4717,7.8
4722,7.8
4732,7.619765494137353
4743,7.8
4795,7.619765494137353
4809,7.310855263157895
4846,5.958333333333333
4873,5.215686274509804
4940,5.215686274509804
4972,13.351744186046512
4973,13.351744186046512
4981,13.351744186046512
5007,7.8
5038,7.8
5040,7.8
5089,7.8
5118,7.8
5123,7.8
5129,13.351744186046512
5141,13.351744186046512
5151,7.8
5157,7.8
5168,7.8
5174,13.351744186046512
5180,7.8
5188,7.8
5238,7.8
5239,7.8
5240,7.8
5241,13.351744186046512
5245,7.8
5248,7.8
5249,7.8
5250,7.8
5251,7.8
5252,7.8
5253,7.8
5261,7.8
5268,7.8
5273,7.8
5274,7.8
5275,13.351744186046512
5276,7.8
5280,7.8
5283,7.8
5285,7.8
5286,7.8
5289,7.619765494137353
5295,7.8
5298,7.619765494137353
5302,7.310855263157895
5303,5.958333333333333
5305,5.958333333333333
5307,13.351744186046512
5311,5.958333333333333
5312,5.958333333333333
5316,5.215686274509804
5323,5.215686274509804
5330,13.351744186046512
5335,13.351744186046512
5337,7.8
5339,7.8
5345,7.8
5350,7.8
5361,7.8
5362,13.351744186046512
5369,7.8
5373,7.8
5376,7.8
5377,7.8
5379,7.8
5380,13.351744186046512
5383,7.8
5384,7.8
5392,7.8
5393,7.8
5399,13.351744186046512
5404,7.8
5408,7.8
5409,7.8
5411,7.8
5423,7.8
5424,7.8
5429,7.8
5430,7.8
5432,7.8
5438,7.8
5441,7.8
5455,7.8
5457,13.351744186046512
5458,7.8
5459,7.8
5469,7.8
5470,7.8
5474,7.8
5475,7.8
5476,7.8
5479,7.619765494137353
5482,7.8
5483,13.351744186046512
5484,7.619765494137353
5490,7.310855263157895
5492,5.958333333333333
5493,5.958333333333333
5495,5.958333333333333
5497,5.958333333333333
5498,5.215686274509804
5500,5.215686274509804
5501,13.351744186046512
5502,7.8
5503,5.215686274509804
5516,5.215686274509804
5517,5.215686274509804
5522,13.351744186046512
5523,7.8
5524,13.351744186046512
5535,7.8
5538,13.351744186046512
5541,13.351744186046512
5544,7.8
5545,7.8
5546,7.8
5548,7.8
5552,7.8
5553,7.8
5554,7.8
5557,7.8
5559,7.8
5560,7.8
5564,7.8
5565,7.8
5567,7.8
5568,7.8
5569,7.8
5571,7.8
5573,7.619765494137353
5583,7.8
5585,7.619765494137353
5586,7.310855263157895
5589,5.958333333333333
5591,13.351744186046512
5593,5.215686274509804
5596,5.958333333333333
5597,5.958333333333333
5598,5.958333333333333
5599,13.351744186046512
5600,5.215686274509804
5611,5.215686274509804
5631,13.351744186046512
5632,7.8
5633,7.8
5634,7.8
5636,7.8
5637,13.351744186046512
5638,7.8
5640,7.8
5642,7.8
5643,7.8
5644,7.8
5645,7.8
5648,7.8
5650,7.8
5653,7.8
5655,7.8
5658,7.8
5659,13.351744186046512
5660,7.8
5661,7.8
5663,7.8
5664,7.8
5665,7.8
5666,7.8
5667,7.8
5668,7.8
5669,7.8
5670,7.8
5671,7.8
5674,7.8
5675,7.8
5676,7.8
5677,7.8
5678,7.619765494137353
5679,7.8
5680,13.351744186046512
5681,7.8
5682,13.351744186046512
5684,13.351744186046512
5685,5.215686274509804
5692,7.8
5693,7.8
5694,7.8
5695,13.351744186046512
5696,13.351744186046512
5697,13.351744186046512
5698,13.351744186046512
5699,7.8
5703,7.8
5707,7.8
5708,7.8
5709,7.8
5711,7.8
5712,7.8
5716,7.8
5717,13.351744186046512
5718,7.8
5723,7.8
5727,7.8
5731,7.8
5733,7.8
5739,7.8
5742,7.8
5743,7.8
5744,7.619765494137353
5745,5.215686274509804
5747,5.215686274509804
5748,13.351744186046512
5749,5.215686274509804
5750,5.215686274509804
5760,5.215686274509804
5761,5.215686274509804
5765,13.351744186046512
5766,13.351744186046512
5767,7.8
5768,13.351744186046512
5779,7.8
5780,5.958333333333333
5782,5.215686274509804
13829,7.5919234856535605
13830,7.5919234856535605
13831,27.69520103761349
13837,7.5919234856535605
13838,19.379354838709677
13839,8.057142857142857
13840,7.5919234856535605
13841,7.5919234856535605
13842,19.432929564827276
13843,7.5919234856535605
13844,5.666666666666667
13845,5.666666666666667
13846,10.835616438356164
13847,19.379354838709677
13848,7.5919234856535605
13849,7.5919234856535605
13850,7.5919234856535605
13851,7.5919234856535605
13852,19.379354838709677
13853,5.666666666666667
13854,5.626794258373206
13855,7.5919234856535605
13856,19.432929564827276
13857,7.5919234856535605
13858,5.666666666666667
13859,8.057142857142857
13860,19.379354838709677
13861,7.5919234856535605
13862,8.057142857142857
13863,10.835616438356164
13864,7.5919234856535605
13882,7.5919234856535605
13883,7.5919234856535605
13884,7.5919234856535605
13885,7.5919234856535605
13886,8.057142857142857
13887,27.69520103761349
13888,19.379354838709677
13889,19.432929564827276
13890,19.432929564827276
13892,7.5919234856535605
13893,7.5919234856535605
13894,7.5919234856535605
13896,7.5919234856535605
13897,7.5919234856535605
13898,5.666666666666667
13899,7.5919234856535605
13901,5.626794258373206
13902,10.835616438356164
13908,19.379354838709677
13915,19.432929564827276
13921,5.666666666666667
13922,10.835616438356164
13923,7.5919234856535605
13924,8.057142857142857
13925,19.379354838709677
13926,19.379354838709677
13927,19.379354838709677
13928,8.057142857142857
13929,7.5919234856535605
13930,7.5919234856535605
13931,7.5919234856535605
13932,8.057142857142857
13933,5.666666666666667
13934,2.5427350427350426
13935,5.666666666666667
13936,5.626794258373206
13954,7.5919234856535605
13955,7.5919234856535605
13956,27.69520103761349
13957,7.5919234856535605
13958,5.666666666666667
13959,19.379354838709677
13960,19.432929564827276
13961,5.666666666666667
13962,19.379354838709677
13963,19.379354838709677
13964,19.379354838709677
13965,8.057142857142857
13966,8.057142857142857
13967,5.666666666666667
13968,7.5919234856535605
13969,5.666666666666667
13970,10.835616438356164
13973,7.5919234856535605
13975,7.5919234856535605
13978,2.5427350427350426
13979,7.5919234856535605
13985,7.5919234856535605
13988,5.626794258373206
13989,2.5427350427350426
13991,7.5919234856535605
13994,10.835616438356164
13995,7.5919234856535605
13997,19.379354838709677
14005,2.5427350427350426
14007,7.5919234856535605
14011,7.5919234856535605
14015,7.5919234856535605
14020,19.432929564827276
14021,7.5919234856535605
14022,10.835616438356164
14023,5.626794258373206
14024,8.057142857142857
14038,5.666666666666667
14039,7.5919234856535605
14040,7.5919234856535605
14041,27.69520103761349
14043,19.379354838709677
14046,7.5919234856535605
14048,7.5919234856535605
14049,7.5919234856535605
14050,8.057142857142857
14051,5.666666666666667
14052,7.5919234856535605
14055,7.5919234856535605
14056,19.432929564827276
14057,19.379354838709677
14061,10.835616438356164
14063,8.057142857142857
14064,10.835616438356164
14069,7.5919234856535605
14070,10.835616438356164
14071,7.5919234856535605
14072,19.379354838709677
14073,2.5427350427350426
14075,7.5919234856535605
14080,19.432929564827276
14083,19.379354838709677
14085,7.5919234856535605
14089,7.5919234856535605
14097,2.5427350427350426
14105,7.5919234856535605
14108,5.666666666666667
14110,19.379354838709677
14113,8.057142857142857
14114,19.432929564827276
14115,7.5919234856535605
14120,19.379354838709677
14127,5.666666666666667
14128,8.057142857142857
14146,27.69520103761349
14147,10.835616438356164
14148,19.379354838709677
14149,5.666666666666667
14150,7.5919234856535605
14151,19.432929564827276
14152,7.5919234856535605
14153,8.057142857142857
14154,8.057142857142857
14161,5.666666666666667
14164,10.835616438356164
14165,10.835616438356164
14166,2.5427350427350426
14167,7.5919234856535605
14169,7.5919234856535605
14170,5.666666666666667
14174,7.5919234856535605
14179,5.606060606060606
14188,2.5427350427350426
14189,7.5919234856535605
14190,7.5919234856535605
14216,10.835616438356164
14218,7.5919234856535605
14219,5.606060606060606
14221,5.606060606060606
14242,19.379354838709677
14246,19.379354838709677
14247,7.5919234856535605
14248,8.057142857142857
14252,19.379354838709677
14253,8.057142857142857
14262,19.432929564827276
14268,5.666666666666667
14269,19.379354838709677
14270,5.626794258373206
14271,7.5919234856535605
14272,7.5919234856535605
14273,8.057142857142857
14274,7.5919234856535605
14275,5.666666666666667
14295,7.5919234856535605
14297,19.432929564827276
14298,19.432929564827276
14301,8.057142857142857
14302,27.69520103761349
14305,8.057142857142857
14306,5.666666666666667
14307,7.5919234856535605
14310,19.379354838709677
14311,10.835616438356164
14312,7.5919234856535605
14313,7.5919234856535605
14314,7.5919234856535605
14316,10.835616438356164
14318,5.666666666666667
14319,5.666666666666667
14320,2.5427350427350426
14322,7.5919234856535605
14327,2.5427350427350426
14328,7.5919234856535605
14332,10.835616438356164
14334,2.5427350427350426
14336,19.379354838709677
14337,2.5427350427350426
14339,8.057142857142857
14344,7.5919234856535605
14362,2.5427350427350426
14373,19.379354838709677
14374,2.5427350427350426
14381,2.5427350427350426
14382,7.5919234856535605
14383,19.379354838709677
14394,5.666666666666667
14397,19.379354838709677
14398,8.057142857142857
14399,7.5919234856535605
14400,7.5919234856535605
14401,5.666666666666667
14402,5.626794258373206
14403,7.5919234856535605
14404,8.057142857142857
14405,5.666666666666667
14420,5.666666666666667
14421,5.666666666666667
14422,5.666666666666667
14423,27.69520103761349
14424,19.379354838709677
14425,10.835616438356164
14426,7.5919234856535605
14427,7.5919234856535605
14428,7.5919234856535605
14432,19.432929564827276
14433,2.5427350427350426
14437,10.835616438356164
14443,8.057142857142857
14444,8.057142857142857
14445,7.5919234856535605
14447,2.5427350427350426
14448,7.5919234856535605
14449,10.835616438356164
14451,19.379354838709677
14456,7.5919234856535605
14457,2.5427350427350426
14461,2.5427350427350426
14466,2.5427350427350426
14472,2.5427350427350426
14473,2.5427350427350426
14514,8.057142857142857
14515,19.379354838709677
14522,7.5919234856535605
14527,7.5919234856535605
14529,7.5919234856535605
14530,7.5919234856535605
14534,7.5919234856535605
14543,2.5427350427350426
14544,5.666666666666667
14546,19.379354838709677
14552,19.432929564827276
14556,5.666666666666667
14557,5.666666666666667
14558,5.666666666666667
14559,5.666666666666667
14560,5.626794258373206
14561,7.5919234856535605
14562,7.5919234856535605
14563,8.057142857142857
14565,5.626794258373206
14566,2.5427350427350426
14567,19.379354838709677
14584,19.432929564827276
14585,10.835616438356164
14586,8.057142857142857
14587,19.379354838709677
14588,27.69520103761349
14589,8.057142857142857
14590,7.5919234856535605
14591,7.5919234856535605
14592,7.5919234856535605
14593,7.5919234856535605
14594,10.835616438356164
14596,7.5919234856535605
14597,7.5919234856535605
14598,2.5427350427350426
14599,5.666666666666667
14600,19.432929564827276
14601,5.666666666666667
14602,19.379354838709677
14603,7.5919234856535605
14604,7.5919234856535605
14605,7.5919234856535605
14606,8.057142857142857
14607,7.5919234856535605
14608,5.666666666666667
14609,19.379354838709677
14610,8.057142857142857
14612,8.057142857142857
14613,7.5919234856535605
14614,7.5919234856535605
14615,19.379354838709677
14616,10.835616438356164
14617,19.432929564827276
14642,5.666666666666667
14647,7.5919234856535605
14648,19.379354838709677
14649,7.5919234856535605
14650,5.666666666666667
14651,27.69520103761349
14652,19.432929564827276
14653,7.5919234856535605
14655,7.5919234856535605
14656,7.5919234856535605
14660,10.835616438356164
14664,2.5427350427350426
14665,2.5427350427350426
14668,2.5427350427350426
14669,5.666666666666667
14670,7.5919234856535605
14671,7.5919234856535605
14672,8.057142857142857
14673,19.379354838709677
14674,19.379354838709677
14675,19.379354838709677
14676,19.432929564827276
14677,8.057142857142857
14678,8.057142857142857
14679,7.5919234856535605
14680,7.5919234856535605
14682,10.835616438356164
14683,5.606060606060606
14685,5.666666666666667
14686,7.5919234856535605
14687,7.5919234856535605
14688,8.057142857142857
14689,8.057142857142857
14690,19.379354838709677
14691,10.835616438356164
14692,5.626794258373206
14708,5.666666666666667
14715,7.5919234856535605
14719,7.5919234856535605
14720,27.69520103761349
14723,5.666666666666667
14724,19.379354838709677
14728,7.5919234856535605
14729,5.666666666666667
14733,19.432929564827276
14734,7.5919234856535605
14736,7.5919234856535605
14743,5.666666666666667
14753,5.606060606060606
14754,5.606060606060606
14761,2.5427350427350426
14776,2.5427350427350426
14782,7.5919234856535605
14783,5.606060606060606
14791,2.5427350427350426
14793,7.5919234856535605
14824,5.666666666666667
14826,5.666666666666667
14828,7.5919234856535605
14831,7.5919234856535605
14832,7.5919234856535605
14840,19.379354838709677
14843,10.835616438356164
14844,8.057142857142857
14847,19.379354838709677
14851,7.5919234856535605
14852,19.379354838709677
14853,7.5919234856535605
14854,7.5919234856535605
14855,19.379354838709677
14856,7.5919234856535605
14857,5.666666666666667
14858,7.5919234856535605
14860,8.057142857142857
14861,19.432929564827276
14862,10.835616438356164
14863,10.835616438356164
14864,8.057142857142857
14865,8.057142857142857
14881,5.666666666666667
14882,7.5919234856535605
14884,27.69520103761349
14889,19.432929564827276
14893,19.379354838709677
14895,7.5919234856535605
14896,7.5919234856535605
14897,10.835616438356164
14898,19.379354838709677
14902,7.5919234856535605
14903,2.5427350427350426
14904,5.666666666666667
14906,5.666666666666667
14907,10.835616438356164
14911,5.666666666666667
14917,5.626794258373206
14921,7.5919234856535605
14927,2.5427350427350426
14930,5.666666666666667
14932,5.626794258373206
14936,7.5919234856535605
14944,7.5919234856535605
14945,7.5919234856535605
14950,2.5427350427350426
14953,19.379354838709677
14961,7.5919234856535605
14962,19.379354838709677
14969,7.5919234856535605
14970,8.057142857142857
14971,7.5919234856535605
14974,8.057142857142857
14977,19.432929564827276
14978,5.666666666666667
14979,5.666666666666667
14980,7.5919234856535605
14981,7.5919234856535605
14982,19.379354838709677
14983,7.5919234856535605
14984,7.5919234856535605
14985,8.057142857142857
14986,10.835616438356164
14987,8.057142857142857
15000,2.5427350427350426
15001,5.666666666666667
15002,5.666666666666667
15004,27.69520103761349
15005,7.5919234856535605
15006,19.379354838709677
15007,19.432929564827276
15008,19.379354838709677
15009,7.5919234856535605
15010,7.5919234856535605
15012,7.5919234856535605
15013,2.5427350427350426
15014,10.835616438356164
15015,7.5919234856535605
15017,19.379354838709677
15030,7.5919234856535605
15038,5.666666666666667
15041,5.666666666666667
15045,5.666666666666667
15053,5.626794258373206
15055,7.5919234856535605
15056,7.5919234856535605
15059,7.5919234856535605
15061,7.5919234856535605
15069,19.379354838709677
15070,19.379354838709677
15071,19.432929564827276
15072,7.5919234856535605
15073,5.666666666666667
15074,7.5919234856535605
15075,8.057142857142857
15076,2.5427350427350426
15077,10.835616438356164
15078,7.5919234856535605
15079,19.379354838709677
15080,8.057142857142857
15081,8.057142857142857
15082,8.057142857142857
15083,10.835616438356164
15101,5.666666666666667
15102,27.69520103761349
15103,10.835616438356164
15104,8.057142857142857
15105,19.379354838709677
15106,5.626794258373206
15107,7.5919234856535605
15108,7.5919234856535605
15109,19.432929564827276
15110,19.379354838709677
15112,7.5919234856535605
15114,5.666666666666667
15115,2.5427350427350426
15119,19.432929564827276
15120,19.379354838709677
15121,7.5919234856535605
15122,7.5919234856535605
15127,5.666666666666667
15128,2.5427350427350426
15160,5.666666666666667
15167,5.626794258373206
15171,2.5427350427350426
15172,7.5919234856535605
15176,7.5919234856535605
15184,5.666666666666667
15185,7.5919234856535605
15187,7.5919234856535605
15188,7.5919234856535605
15191,7.5919234856535605
15194,19.379354838709677
15196,5.666666666666667
15198,5.666666666666667
15199,5.666666666666667
15201,7.5919234856535605
15202,7.5919234856535605
15203,5.666666666666667
15204,19.379354838709677
15205,5.666666666666667
15206,7.5919234856535605
15207,5.666666666666667
15208,10.835616438356164
15209,8.057142857142857
15224,19.379354838709677
15228,5.666666666666667
15229,7.5919234856535605
15230,8.057142857142857
15231,27.69520103761349
15234,7.5919234856535605
15235,2.5427350427350426
15237,7.5919234856535605
15242,19.432929564827276
15243,10.835616438356164
15247,7.5919234856535605
15249,7.5919234856535605
15250,5.666666666666667
15254,2.5427350427350426
15256,2.5427350427350426
15257,2.5427350427350426
15258,5.666666666666667
15259,7.5919234856535605
15260,5.666666666666667
15261,7.5919234856535605
15262,19.379354838709677
15263,2.5427350427350426
15264,5.626794258373206
15265,19.379354838709677
15267,7.5919234856535605
15268,7.5919234856535605
15274,19.432929564827276
15277,5.626794258373206
15278,19.379354838709677
15279,5.666666666666667
15280,5.666666666666667
15282,5.666666666666667
15295,5.626794258373206
15296,5.666666666666667
15297,19.379354838709677
15298,7.5919234856535605
15299,19.432929564827276
15300,19.432929564827276
15301,7.5919234856535605
15302,10.835616438356164
15303,7.5919234856535605
15304,7.5919234856535605
15305,7.5919234856535605
15306,8.057142857142857
15307,10.835616438356164
15316,19.379354838709677
15317,19.379354838709677
15318,5.626794258373206
15319,7.5919234856535605
15320,7.5919234856535605
15321,5.626794258373206
15322,19.432929564827276
15323,19.432929564827276
15324,5.666666666666667
15325,8.057142857142857
15326,8.057142857142857
15335,5.626794258373206
15336,5.626794258373206
15337,7.5919234856535605
15338,7.5919234856535605
15339,8.057142857142857
15344,19.432929564827276
