ride_id,travel_date,travel_time,travel_from,travel_to,car_type,max_capacity
494,476.0,7.15,Kisii,Nairobi,Bus,49
496,476.0,10.933333333333334,Kisii,Nairobi,shuttle,11
508,476.0,5.666666666666667,Kisii,Nairobi,shuttle,11
519,476.0,10.916666666666666,Kisii,Nairobi,shuttle,11
530,476.0,5.5,Kisii,Nairobi,shuttle,11
531,476.0,10.9,Kisii,Nairobi,shuttle,11
545,476.0,10.883333333333333,Kisii,Nairobi,shuttle,11
553,476.0,10.866666666666667,Kisii,Nairobi,shuttle,11
563,476.0,10.85,Kisii,Nairobi,shuttle,11
573,476.0,10.833333333333334,Kisii,Nairobi,shuttle,11
583,476.0,10.666666666666666,Kisii,Nairobi,shuttle,11
592,476.0,10.5,Kisii,Nairobi,shuttle,11
595,476.0,19.066666666666666,Kisii,Nairobi,Bus,49
605,476.0,10.0,Kisii,Nairobi,shuttle,11
606,476.0,10.333333333333334,Kisii,Nairobi,shuttle,11
617,476.0,10.166666666666666,Kisii,Nairobi,shuttle,11
640,476.0,9.833333333333334,Kisii,Nairobi,shuttle,11
651,476.0,9.666666666666666,Kisii,Nairobi,shuttle,11
662,476.0,9.5,Kisii,Nairobi,shuttle,11
670,476.0,9.0,Kisii,Nairobi,shuttle,11
674,476.0,7.033333333333333,Kisii,Nairobi,Bus,49
679,476.0,9.333333333333334,Kisii,Nairobi,shuttle,11
697,476.0,19.05,Kisii,Nairobi,Bus,49
700,476.0,19.083333333333332,Kisii,Nairobi,Bus,49
709,476.0,9.166666666666666,Kisii,Nairobi,shuttle,11
718,476.0,7.016666666666667,Kisii,Nairobi,Bus,49
735,476.0,8.833333333333334,Kisii,Nairobi,shuttle,11
757,476.0,8.666666666666666,Kisii,Nairobi,shuttle,11
760,476.0,7.066666666666666,Kisii,Nairobi,Bus,49
765,476.0,8.5,Kisii,Nairobi,shuttle,11
780,476.0,8.333333333333334,Kisii,Nairobi,shuttle,11
793,476.0,8.166666666666666,Kisii,Nairobi,shuttle,11
807,476.0,7.25,Kisii,Nairobi,shuttle,11
841,476.0,7.833333333333333,Kisii,Nairobi,shuttle,11
854,476.0,7.5,Kisii,Nairobi,shuttle,11
856,476.0,7.333333333333333,Kisii,Nairobi,shuttle,11
888,476.0,6.966666666666667,Kisii,Nairobi,shuttle,11
902,476.0,7.0,Kisii,Nairobi,shuttle,11
956,475.0,5.0,Kisii,Nairobi,shuttle,11
964,475.0,10.933333333333334,Kisii,Nairobi,shuttle,11
965,475.0,7.1,Kisii,Nairobi,Bus,49
971,475.0,7.116666666666666,Kisii,Nairobi,Bus,49
972,475.0,10.666666666666666,Kisii,Nairobi,shuttle,11
977,475.0,10.5,Kisii,Nairobi,shuttle,11
978,475.0,7.066666666666666,Kisii,Nairobi,Bus,49
988,475.0,10.333333333333334,Kisii,Nairobi,shuttle,11
1014,475.0,10.166666666666666,Kisii,Nairobi,shuttle,11
1044,475.0,10.0,Kisii,Nairobi,shuttle,11
1054,475.0,7.166666666666667,Kisii,Nairobi,Bus,49
1078,475.0,9.833333333333334,Kisii,Nairobi,shuttle,11
1114,475.0,9.666666666666666,Kisii,Nairobi,shuttle,11
1123,475.0,6.5,Kisii,Nairobi,shuttle,11
1136,475.0,9.5,Kisii,Nairobi,shuttle,11
1152,475.0,9.333333333333334,Kisii,Nairobi,shuttle,11
1166,475.0,9.166666666666666,Kisii,Nairobi,shuttle,11
1184,475.0,9.0,Kisii,Nairobi,shuttle,11
1185,475.0,19.066666666666666,Kisii,Nairobi,Bus,49
1201,475.0,8.833333333333334,Kisii,Nairobi,shuttle,11
1210,475.0,8.666666666666666,Kisii,Nairobi,shuttle,11
1223,475.0,8.5,Kisii,Nairobi,shuttle,11
1232,475.0,8.333333333333334,Kisii,Nairobi,shuttle,11
1246,475.0,8.166666666666666,Kisii,Nairobi,shuttle,11
1252,475.0,7.25,Kisii,Nairobi,shuttle,11
1264,475.0,7.833333333333333,Kisii,Nairobi,shuttle,11
1265,475.0,19.1,Kisii,Nairobi,Bus,49
1276,475.0,7.666666666666667,Kisii,Nairobi,shuttle,11
1332,475.0,7.5,Kisii,Nairobi,shuttle,11
1359,475.0,19.083333333333332,Kisii,Nairobi,Bus,49
1370,475.0,7.333333333333333,Kisii,Nairobi,shuttle,11
1424,475.0,7.033333333333333,Kisii,Nairobi,Bus,49
1425,475.0,6.966666666666667,Kisii,Nairobi,shuttle,11
1442,278.0,7.25,Migori,Nairobi,Bus,49
1457,475.0,7.016666666666667,Kisii,Nairobi,Bus,49
1505,475.0,6.666666666666667,Kisii,Nairobi,shuttle,11
1531,475.0,19.05,Kisii,Nairobi,Bus,49
1566,475.0,5.666666666666667,Kisii,Nairobi,shuttle,11
1593,474.0,5.0,Kisii,Nairobi,shuttle,11
1613,474.0,7.1,Kisii,Nairobi,Bus,49
1614,474.0,11.15,Kisii,Nairobi,shuttle,11
1620,474.0,5.666666666666667,Kisii,Nairobi,shuttle,11
1623,474.0,11.133333333333333,Kisii,Nairobi,shuttle,11
1627,474.0,7.116666666666666,Kisii,Nairobi,Bus,49
1633,474.0,11.116666666666667,Kisii,Nairobi,shuttle,11
1636,474.0,11.1,Kisii,Nairobi,shuttle,11
1639,474.0,7.166666666666667,Kisii,Nairobi,Bus,49
1651,474.0,11.083333333333334,Kisii,Nairobi,shuttle,11
1668,474.0,6.5,Kisii,Nairobi,shuttle,11
1669,474.0,10.916666666666666,Kisii,Nairobi,shuttle,11
1670,474.0,11.033333333333333,Kisii,Nairobi,shuttle,11
1671,474.0,11.066666666666666,Kisii,Nairobi,shuttle,11
1673,474.0,11.05,Kisii,Nairobi,shuttle,11
1675,474.0,11.016666666666667,Kisii,Nairobi,shuttle,11
1687,474.0,11.0,Kisii,Nairobi,shuttle,11
1689,474.0,7.183333333333334,Kisii,Nairobi,Bus,49
1695,474.0,10.983333333333333,Kisii,Nairobi,shuttle,11
1704,474.0,10.966666666666667,Kisii,Nairobi,shuttle,11
1722,474.0,10.95,Kisii,Nairobi,shuttle,11
1736,474.0,10.933333333333334,Kisii,Nairobi,shuttle,11
1750,474.0,10.9,Kisii,Nairobi,shuttle,11
1789,474.0,10.883333333333333,Kisii,Nairobi,shuttle,11
1816,474.0,19.083333333333332,Kisii,Nairobi,Bus,49
1823,474.0,19.066666666666666,Kisii,Nairobi,Bus,49
1879,474.0,10.866666666666667,Kisii,Nairobi,shuttle,11
1894,474.0,10.85,Kisii,Nairobi,shuttle,11
1904,474.0,10.833333333333334,Kisii,Nairobi,shuttle,11
1923,474.0,10.666666666666666,Kisii,Nairobi,shuttle,11
1930,474.0,10.0,Kisii,Nairobi,shuttle,11
1931,474.0,10.5,Kisii,Nairobi,shuttle,11
1937,474.0,10.333333333333334,Kisii,Nairobi,shuttle,11
1942,474.0,10.166666666666666,Kisii,Nairobi,shuttle,11
1967,474.0,9.333333333333334,Kisii,Nairobi,shuttle,11
1968,474.0,9.666666666666666,Kisii,Nairobi,shuttle,11
1974,474.0,9.833333333333334,Kisii,Nairobi,shuttle,11
1976,474.0,9.0,Kisii,Nairobi,shuttle,11
1977,474.0,19.05,Kisii,Nairobi,Bus,49
1986,474.0,8.666666666666666,Kisii,Nairobi,shuttle,11
1993,474.0,9.166666666666666,Kisii,Nairobi,shuttle,11
2000,474.0,7.016666666666667,Kisii,Nairobi,Bus,49
2004,474.0,6.983333333333333,Kisii,Nairobi,Bus,49
2014,474.0,8.5,Kisii,Nairobi,shuttle,11
2018,474.0,8.166666666666666,Kisii,Nairobi,shuttle,11
2021,474.0,8.333333333333334,Kisii,Nairobi,shuttle,11
2036,474.0,7.083333333333333,Kisii,Nairobi,Bus,49
2037,474.0,23.166666666666668,Kisii,Nairobi,Bus,49
2059,474.0,8.0,Kisii,Nairobi,Bus,49
2084,474.0,8.833333333333334,Kisii,Nairobi,shuttle,11
2087,474.0,7.666666666666667,Kisii,Nairobi,shuttle,11
2140,474.0,7.25,Kisii,Nairobi,shuttle,11
2157,474.0,7.833333333333333,Kisii,Nairobi,shuttle,11
2170,474.0,6.966666666666667,Kisii,Nairobi,shuttle,11
2172,474.0,7.5,Kisii,Nairobi,shuttle,11
2175,474.0,7.333333333333333,Kisii,Nairobi,shuttle,11
2201,474.0,7.0,Kisii,Nairobi,shuttle,11
2261,474.0,6.833333333333333,Kisii,Nairobi,shuttle,11
2280,474.0,7.05,Kisii,Nairobi,Bus,49
2283,474.0,6.666666666666667,Kisii,Nairobi,shuttle,11
2289,474.0,6.0,Kisii,Nairobi,shuttle,11
2298,474.0,6.166666666666667,Kisii,Nairobi,shuttle,11
2306,474.0,6.333333333333333,Kisii,Nairobi,shuttle,11
2314,474.0,5.833333333333333,Kisii,Nairobi,shuttle,11
2317,474.0,5.5,Kisii,Nairobi,shuttle,11
2363,473.0,7.1,Kisii,Nairobi,Bus,49
2365,473.0,11.15,Kisii,Nairobi,shuttle,11
2366,473.0,7.116666666666666,Kisii,Nairobi,Bus,49
2391,473.0,7.183333333333334,Kisii,Nairobi,Bus,49
2394,473.0,7.15,Kisii,Nairobi,Bus,49
2404,473.0,11.066666666666666,Kisii,Nairobi,shuttle,11
2406,473.0,11.133333333333333,Kisii,Nairobi,shuttle,11
2417,473.0,19.066666666666666,Kisii,Nairobi,Bus,49
2430,473.0,11.116666666666667,Kisii,Nairobi,shuttle,11
2437,473.0,11.1,Kisii,Nairobi,shuttle,11
2454,473.0,11.083333333333334,Kisii,Nairobi,shuttle,11
2487,473.0,11.05,Kisii,Nairobi,shuttle,11
2491,473.0,11.033333333333333,Kisii,Nairobi,shuttle,11
2500,473.0,11.016666666666667,Kisii,Nairobi,shuttle,11
2524,473.0,11.0,Kisii,Nairobi,shuttle,11
2543,473.0,10.983333333333333,Kisii,Nairobi,shuttle,11
2565,473.0,10.966666666666667,Kisii,Nairobi,shuttle,11
2598,473.0,10.666666666666666,Kisii,Nairobi,shuttle,11
2599,473.0,10.95,Kisii,Nairobi,shuttle,11
2615,473.0,10.933333333333334,Kisii,Nairobi,shuttle,11
2620,473.0,10.916666666666666,Kisii,Nairobi,shuttle,11
2636,473.0,10.9,Kisii,Nairobi,shuttle,11
2651,473.0,10.5,Kisii,Nairobi,shuttle,11
2652,473.0,10.883333333333333,Kisii,Nairobi,shuttle,11
2658,473.0,10.866666666666667,Kisii,Nairobi,shuttle,11
2678,473.0,10.85,Kisii,Nairobi,shuttle,11
2700,473.0,10.833333333333334,Kisii,Nairobi,shuttle,11
2714,473.0,10.0,Kisii,Nairobi,shuttle,11
2731,473.0,10.333333333333334,Kisii,Nairobi,shuttle,11
2755,473.0,10.166666666666666,Kisii,Nairobi,shuttle,11
2837,473.0,9.5,Kisii,Nairobi,shuttle,11
2843,473.0,9.833333333333334,Kisii,Nairobi,shuttle,11
2907,473.0,9.666666666666666,Kisii,Nairobi,shuttle,11
2908,473.0,9.166666666666666,Kisii,Nairobi,shuttle,11
2932,473.0,9.333333333333334,Kisii,Nairobi,shuttle,11
2934,473.0,8.666666666666666,Kisii,Nairobi,shuttle,11
2936,473.0,8.5,Kisii,Nairobi,shuttle,11
2937,473.0,8.333333333333334,Kisii,Nairobi,shuttle,11
2955,473.0,9.0,Kisii,Nairobi,shuttle,11
2957,473.0,8.833333333333334,Kisii,Nairobi,shuttle,11
3016,473.0,8.166666666666666,Kisii,Nairobi,shuttle,11
3037,473.0,7.25,Kisii,Nairobi,shuttle,11
3047,473.0,19.083333333333332,Kisii,Nairobi,Bus,49
3149,473.0,7.833333333333333,Kisii,Nairobi,shuttle,11
3156,473.0,7.016666666666667,Kisii,Nairobi,Bus,49
3167,473.0,19.05,Kisii,Nairobi,Bus,49
3257,473.0,7.666666666666667,Kisii,Nairobi,shuttle,11
3274,473.0,7.5,Kisii,Nairobi,shuttle,11
3304,473.0,7.333333333333333,Kisii,Nairobi,shuttle,11
3345,473.0,6.966666666666667,Kisii,Nairobi,shuttle,11
3346,473.0,7.0,Kisii,Nairobi,shuttle,11
3354,473.0,5.666666666666667,Kisii,Nairobi,shuttle,11
3373,473.0,5.5,Kisii,Nairobi,shuttle,11
3417,472.0,6.983333333333333,Kisii,Nairobi,Bus,49
3420,472.0,7.083333333333333,Kisii,Nairobi,Bus,49
3428,472.0,23.166666666666668,Kisii,Nairobi,Bus,49
3433,472.0,7.1,Kisii,Nairobi,Bus,49
3434,472.0,6.333333333333333,Kisii,Nairobi,shuttle,11
3436,472.0,11.116666666666667,Kisii,Nairobi,shuttle,11
3442,472.0,7.116666666666666,Kisii,Nairobi,Bus,49
3452,472.0,11.1,Kisii,Nairobi,shuttle,11
3469,472.0,11.083333333333334,Kisii,Nairobi,shuttle,11
3472,472.0,5.833333333333333,Kisii,Nairobi,shuttle,11
3478,472.0,11.05,Kisii,Nairobi,shuttle,11
3480,472.0,11.033333333333333,Kisii,Nairobi,shuttle,11
3484,472.0,11.066666666666666,Kisii,Nairobi,shuttle,11
3498,472.0,11.0,Kisii,Nairobi,shuttle,11
3507,472.0,10.983333333333333,Kisii,Nairobi,shuttle,11
3511,472.0,10.9,Kisii,Nairobi,shuttle,11
3513,472.0,11.016666666666667,Kisii,Nairobi,shuttle,11
3524,472.0,10.883333333333333,Kisii,Nairobi,shuttle,11
3530,472.0,10.916666666666666,Kisii,Nairobi,shuttle,11
3531,472.0,19.066666666666666,Kisii,Nairobi,Bus,49
3532,472.0,10.866666666666667,Kisii,Nairobi,shuttle,11
3534,472.0,9.666666666666666,Kisii,Nairobi,shuttle,11
3535,472.0,10.85,Kisii,Nairobi,shuttle,11
3546,472.0,9.833333333333334,Kisii,Nairobi,shuttle,11
3548,472.0,10.666666666666666,Kisii,Nairobi,shuttle,11
3555,472.0,5.666666666666667,Kisii,Nairobi,shuttle,11
3556,472.0,5.5,Kisii,Nairobi,shuttle,11
3575,471.0,5.333333333333333,Kisii,Nairobi,shuttle,11
3578,471.0,6.983333333333333,Kisii,Nairobi,Bus,49
3582,471.0,10.333333333333334,Kisii,Nairobi,shuttle,11
3583,471.0,19.066666666666666,Kisii,Nairobi,Bus,49
3584,471.0,9.833333333333334,Kisii,Nairobi,shuttle,11
3585,471.0,10.166666666666666,Kisii,Nairobi,shuttle,11
3586,471.0,5.5,Kisii,Nairobi,shuttle,11
3604,470.0,5.0,Kisii,Nairobi,shuttle,11
3613,470.0,7.033333333333333,Kisii,Nairobi,Bus,49
3614,470.0,7.1,Kisii,Nairobi,Bus,49
3615,470.0,5.666666666666667,Kisii,Nairobi,shuttle,11
3652,470.0,11.15,Kisii,Nairobi,shuttle,11
3697,470.0,11.116666666666667,Kisii,Nairobi,shuttle,11
3707,470.0,11.133333333333333,Kisii,Nairobi,shuttle,11
3717,470.0,11.1,Kisii,Nairobi,shuttle,11
3731,470.0,11.083333333333334,Kisii,Nairobi,shuttle,11
3741,470.0,11.066666666666666,Kisii,Nairobi,shuttle,11
3750,470.0,7.183333333333334,Kisii,Nairobi,Bus,49
3767,470.0,7.166666666666667,Kisii,Nairobi,Bus,49
3805,470.0,11.05,Kisii,Nairobi,shuttle,11
3814,470.0,11.033333333333333,Kisii,Nairobi,shuttle,11
3818,470.0,11.016666666666667,Kisii,Nairobi,shuttle,11
3846,470.0,11.0,Kisii,Nairobi,shuttle,11
3921,470.0,10.983333333333333,Kisii,Nairobi,shuttle,11
3965,470.0,10.966666666666667,Kisii,Nairobi,shuttle,11
3970,470.0,10.95,Kisii,Nairobi,shuttle,11
3991,470.0,10.933333333333334,Kisii,Nairobi,shuttle,11
4010,470.0,10.916666666666666,Kisii,Nairobi,shuttle,11
4011,470.0,7.15,Kisii,Nairobi,Bus,49
4039,470.0,7.066666666666666,Kisii,Nairobi,Bus,49
4040,470.0,10.9,Kisii,Nairobi,shuttle,11
4114,470.0,10.883333333333333,Kisii,Nairobi,shuttle,11
4115,470.0,10.866666666666667,Kisii,Nairobi,shuttle,11
4127,470.0,19.05,Kisii,Nairobi,Bus,49
4134,470.0,10.85,Kisii,Nairobi,shuttle,11
4135,470.0,10.833333333333334,Kisii,Nairobi,shuttle,11
4141,470.0,10.5,Kisii,Nairobi,shuttle,11
4143,470.0,10.666666666666666,Kisii,Nairobi,shuttle,11
4162,470.0,10.333333333333334,Kisii,Nairobi,shuttle,11
4172,470.0,6.983333333333333,Kisii,Nairobi,Bus,49
4177,470.0,10.166666666666666,Kisii,Nairobi,shuttle,11
4193,470.0,10.0,Kisii,Nairobi,shuttle,11
4210,470.0,9.833333333333334,Kisii,Nairobi,shuttle,11
4220,470.0,9.666666666666666,Kisii,Nairobi,shuttle,11
4242,470.0,9.5,Kisii,Nairobi,shuttle,11
4248,470.0,7.116666666666666,Kisii,Nairobi,Bus,49
4338,470.0,19.066666666666666,Kisii,Nairobi,Bus,49
4372,470.0,9.333333333333334,Kisii,Nairobi,shuttle,11
4373,470.0,7.083333333333333,Kisii,Nairobi,Bus,49
4380,470.0,8.0,Kisii,Nairobi,Bus,49
4429,470.0,9.166666666666666,Kisii,Nairobi,shuttle,11
4446,470.0,9.0,Kisii,Nairobi,shuttle,11
4523,470.0,8.833333333333334,Kisii,Nairobi,shuttle,11
4548,470.0,8.666666666666666,Kisii,Nairobi,shuttle,11
4565,470.0,8.5,Kisii,Nairobi,shuttle,11
4581,470.0,8.333333333333334,Kisii,Nairobi,shuttle,11
4617,470.0,8.166666666666666,Kisii,Nairobi,shuttle,11
4669,470.0,7.25,Kisii,Nairobi,shuttle,11
4670,470.0,7.833333333333333,Kisii,Nairobi,shuttle,11
4697,470.0,7.666666666666667,Kisii,Nairobi,shuttle,11
4717,470.0,7.5,Kisii,Nairobi,shuttle,11
4722,470.0,7.333333333333333,Kisii,Nairobi,shuttle,11
4732,470.0,6.966666666666667,Kisii,Nairobi,shuttle,11
4743,470.0,7.0,Kisii,Nairobi,shuttle,11
4795,470.0,6.833333333333333,Kisii,Nairobi,shuttle,11
4809,470.0,6.666666666666667,Kisii,Nairobi,shuttle,11
4846,470.0,6.5,Kisii,Nairobi,shuttle,11
4873,470.0,5.5,Kisii,Nairobi,shuttle,11
4940,469.0,5.0,Kisii,Nairobi,shuttle,11
4972,469.0,6.983333333333333,Kisii,Nairobi,Bus,49
4973,469.0,7.016666666666667,Kisii,Nairobi,Bus,49
4981,469.0,7.1,Kisii,Nairobi,Bus,49
5007,469.0,10.95,Kisii,Nairobi,shuttle,11
5038,469.0,10.966666666666667,Kisii,Nairobi,shuttle,11
5040,469.0,10.933333333333334,Kisii,Nairobi,shuttle,11
5089,469.0,10.916666666666666,Kisii,Nairobi,shuttle,11
5118,469.0,10.9,Kisii,Nairobi,shuttle,11
5123,469.0,10.883333333333333,Kisii,Nairobi,shuttle,11
5129,469.0,7.166666666666667,Kisii,Nairobi,Bus,49
5141,469.0,7.15,Kisii,Nairobi,Bus,49
5151,469.0,10.866666666666667,Kisii,Nairobi,shuttle,11
5157,469.0,10.85,Kisii,Nairobi,shuttle,11
5168,469.0,10.833333333333334,Kisii,Nairobi,shuttle,11
5174,469.0,19.116666666666667,Kisii,Nairobi,Bus,49
5180,469.0,10.666666666666666,Kisii,Nairobi,shuttle,11
5188,469.0,10.5,Kisii,Nairobi,shuttle,11
5238,469.0,10.0,Kisii,Nairobi,shuttle,11
5239,469.0,10.333333333333334,Kisii,Nairobi,shuttle,11
5240,469.0,10.166666666666666,Kisii,Nairobi,shuttle,11
5241,469.0,7.116666666666666,Kisii,Nairobi,Bus,49
5245,469.0,9.833333333333334,Kisii,Nairobi,shuttle,11
5248,469.0,9.666666666666666,Kisii,Nairobi,shuttle,11
5249,469.0,8.833333333333334,Kisii,Nairobi,shuttle,11
5250,469.0,9.5,Kisii,Nairobi,shuttle,11
5251,469.0,9.333333333333334,Kisii,Nairobi,shuttle,11
5252,469.0,9.166666666666666,Kisii,Nairobi,shuttle,11
5253,469.0,9.0,Kisii,Nairobi,shuttle,11
5261,469.0,8.666666666666666,Kisii,Nairobi,shuttle,11
5268,469.0,8.333333333333334,Kisii,Nairobi,shuttle,11
5273,469.0,8.5,Kisii,Nairobi,shuttle,11
5274,469.0,7.25,Kisii,Nairobi,shuttle,11
5275,469.0,7.033333333333333,Kisii,Nairobi,Bus,49
5276,469.0,7.666666666666667,Kisii,Nairobi,shuttle,11
5280,469.0,8.166666666666666,Kisii,Nairobi,shuttle,11
5283,469.0,7.5,Kisii,Nairobi,shuttle,11
5285,469.0,7.833333333333333,Kisii,Nairobi,shuttle,11
5286,469.0,7.333333333333333,Kisii,Nairobi,shuttle,11
5289,469.0,6.966666666666667,Kisii,Nairobi,shuttle,11
5295,469.0,7.0,Kisii,Nairobi,shuttle,11
5298,469.0,6.833333333333333,Kisii,Nairobi,shuttle,11
5302,469.0,6.666666666666667,Kisii,Nairobi,shuttle,11
5303,469.0,6.5,Kisii,Nairobi,shuttle,11
5305,469.0,6.333333333333333,Kisii,Nairobi,shuttle,11
5307,469.0,7.05,Kisii,Nairobi,Bus,49
5311,469.0,6.166666666666667,Kisii,Nairobi,shuttle,11
5312,469.0,6.0,Kisii,Nairobi,shuttle,11
5316,469.0,5.5,Kisii,Nairobi,shuttle,11
5323,468.0,5.166666666666667,Kisii,Nairobi,shuttle,11
5330,468.0,7.1,Kisii,Nairobi,Bus,49
5335,468.0,19.05,Kisii,Nairobi,Bus,49
5337,468.0,11.0,Kisii,Nairobi,shuttle,11
5339,468.0,10.983333333333333,Kisii,Nairobi,shuttle,11
5345,468.0,10.966666666666667,Kisii,Nairobi,shuttle,11
5350,468.0,11.016666666666667,Kisii,Nairobi,shuttle,11
5361,468.0,10.95,Kisii,Nairobi,shuttle,11
5362,468.0,23.15,Kisii,Nairobi,Bus,49
5369,468.0,10.933333333333334,Kisii,Nairobi,shuttle,11
5373,468.0,10.916666666666666,Kisii,Nairobi,shuttle,11
5376,468.0,7.333333333333333,Kisii,Nairobi,shuttle,11
5377,468.0,10.9,Kisii,Nairobi,shuttle,11
5379,468.0,10.883333333333333,Kisii,Nairobi,shuttle,11
5380,468.0,7.066666666666666,Kisii,Nairobi,Bus,49
5383,468.0,10.866666666666667,Kisii,Nairobi,shuttle,11
5384,468.0,10.85,Kisii,Nairobi,shuttle,11
5392,468.0,10.833333333333334,Kisii,Nairobi,shuttle,11
5393,468.0,10.666666666666666,Kisii,Nairobi,shuttle,11
5399,468.0,7.116666666666666,Kisii,Nairobi,Bus,49
5404,468.0,10.5,Kisii,Nairobi,shuttle,11
5408,468.0,10.333333333333334,Kisii,Nairobi,shuttle,11
5409,468.0,10.0,Kisii,Nairobi,shuttle,11
5411,468.0,10.166666666666666,Kisii,Nairobi,shuttle,11
5423,468.0,9.833333333333334,Kisii,Nairobi,shuttle,11
5424,468.0,9.666666666666666,Kisii,Nairobi,shuttle,11
5429,468.0,9.5,Kisii,Nairobi,shuttle,11
5430,468.0,9.333333333333334,Kisii,Nairobi,shuttle,11
5432,468.0,9.0,Kisii,Nairobi,shuttle,11
5437,311.0,7.2,Migori,Nairobi,Bus,49
5438,468.0,8.833333333333334,Kisii,Nairobi,shuttle,11
5441,468.0,9.166666666666666,Kisii,Nairobi,shuttle,11
5455,468.0,8.666666666666666,Kisii,Nairobi,shuttle,11
5457,468.0,6.983333333333333,Kisii,Nairobi,Bus,49
5458,468.0,8.5,Kisii,Nairobi,shuttle,11
5459,468.0,8.333333333333334,Kisii,Nairobi,shuttle,11
5469,468.0,8.166666666666666,Kisii,Nairobi,shuttle,11
5470,468.0,7.25,Kisii,Nairobi,shuttle,11
5474,468.0,7.833333333333333,Kisii,Nairobi,shuttle,11
5475,468.0,7.666666666666667,Kisii,Nairobi,shuttle,11
5476,468.0,7.5,Kisii,Nairobi,shuttle,11
5479,468.0,6.966666666666667,Kisii,Nairobi,shuttle,11
5482,468.0,7.0,Kisii,Nairobi,shuttle,11
5483,468.0,7.016666666666667,Kisii,Nairobi,Bus,49
5484,468.0,6.833333333333333,Kisii,Nairobi,shuttle,11
5490,468.0,6.666666666666667,Kisii,Nairobi,shuttle,11
5492,468.0,6.5,Kisii,Nairobi,shuttle,11
5493,468.0,6.333333333333333,Kisii,Nairobi,shuttle,11
5495,468.0,6.166666666666667,Kisii,Nairobi,shuttle,11
5497,468.0,6.0,Kisii,Nairobi,shuttle,11
5498,468.0,5.833333333333333,Kisii,Nairobi,shuttle,11
5500,468.0,5.666666666666667,Kisii,Nairobi,shuttle,11
5501,468.0,7.05,Kisii,Nairobi,Bus,49
5502,468.0,11.15,Kisii,Nairobi,shuttle,11
5503,468.0,5.5,Kisii,Nairobi,shuttle,11
5516,467.0,5.166666666666667,Kisii,Nairobi,shuttle,11
5517,467.0,5.0,Kisii,Nairobi,shuttle,11
5522,467.0,7.116666666666666,Kisii,Nairobi,Bus,49
5523,467.0,10.166666666666666,Kisii,Nairobi,shuttle,11
5524,467.0,7.1,Kisii,Nairobi,Bus,49
5535,467.0,10.0,Kisii,Nairobi,shuttle,11
5538,467.0,7.05,Kisii,Nairobi,Bus,49
5541,467.0,23.15,Kisii,Nairobi,Bus,49
5544,467.0,9.833333333333334,Kisii,Nairobi,shuttle,11
5545,467.0,9.666666666666666,Kisii,Nairobi,shuttle,11
5546,467.0,9.5,Kisii,Nairobi,shuttle,11
5548,467.0,9.333333333333334,Kisii,Nairobi,shuttle,11
5552,467.0,9.166666666666666,Kisii,Nairobi,shuttle,11
5553,467.0,9.0,Kisii,Nairobi,shuttle,11
5554,467.0,8.5,Kisii,Nairobi,shuttle,11
